date,region,category,customer_segment,units,revenue
2025-08-22,West,Electronics,New,16,1606.41
2025-08-22,West,Home,Returning,17,1023.69
2025-08-22,West,Outdoor,Loyalty,21,944.9
2025-08-22,West,Beauty,Returning,7,358.68
2025-08-23,Northeast,Apparel,Loyalty,7,444.47
2025-08-23,Northeast,Electronics,Loyalty,20,2328.68
2025-08-23,Northeast,Home,Returning,19,1235.57
2025-08-23,Northeast,Outdoor,New,67,3543.89
2025-08-23,Northeast,Beauty,New,26,965.76
2025-08-23,Southeast,Apparel,Loyalty,25,1582.82
2025-08-23,Southeast,Electronics,Loyalty,29,1388.79
2025-08-23,Southeast,Home,New,17,475.56
2025-08-23,Southeast,Outdoor,Loyalty,14,1481.88
2025-08-23,Southeast,Beauty,New,13,1508.09
2025-08-23,Midwest,Apparel,New,21,410.71
2025-08-23,Midwest,Electronics,Returning,5,372.86
2025-08-23,Midwest,Home,New,19,1944.49
2025-08-23,Midwest,Outdoor,Returning,21,1592.92
2025-08-23,Midwest,Beauty,Returning,13,686.36
2025-08-23,West,Apparel,Returning,23,809.11
2025-08-23,West,Electronics,New,8,544.64
2025-08-23,West,Home,Loyalty,8,738.36
2025-08-23,West,Outdoor,Loyalty,11,1162.75
2025-08-23,West,Beauty,Loyalty,10,1013.81
2025-08-24,Northeast,Apparel,Returning,27,2867.1
2025-08-24,Northeast,Electronics,New,26,837.23
2025-08-24,Northeast,Home,New,27,2227.79
2025-08-24,Northeast,Outdoor,New,24,2076.94
2025-08-24,Northeast,Beauty,Loyalty,26,2483.45
2025-08-24,Southeast,Apparel,Loyalty,26,661.16
2025-08-24,Southeast,Electronics,Returning,28,900.01
2025-08-24,Southeast,Home,Loyalty,25,820.06
2025-08-24,Southeast,Outdoor,Loyalty,12,810.68
2025-08-24,Southeast,Beauty,Loyalty,18,1141.66
2025-08-24,Midwest,Apparel,Returning,26,2859.43
2025-08-24,Midwest,Electronics,Loyalty,7,160.19
2025-08-24,Midwest,Home,New,5,248.66
2025-08-24,Midwest,Outdoor,Loyalty,23,2121.67
2025-08-24,Midwest,Beauty,Returning,7,252.71
2025-08-24,West,Apparel,Loyalty,32,2605.57
2025-08-24,West,Electronics,New,30,1760.96
2025-08-24,West,Home,New,15,328.79
2025-08-24,West,Outdoor,Loyalty,8,905.4
2025-08-24,West,Beauty,New,11,1267.19
2025-08-25,Northeast,Apparel,New,12,686.01
2025-08-25,Northeast,Electronics,New,28,2109.38
2025-08-25,Northeast,Home,Returning,29,2146.49
2025-08-25,Northeast,Outdoor,Loyalty,106,4551.25
2025-08-25,Northeast,Beauty,Returning,21,1026.79
2025-08-25,Southeast,Apparel,Returning,11,407.13
2025-08-25,Southeast,Electronics,Loyalty,11,805.03
2025-08-25,Southeast,Home,Returning,18,1160.76
2025-08-25,Southeast,Outdoor,Returning,30,2320.34
2025-08-25,Southeast,Beauty,New,6,220.45
2025-08-25,Midwest,Apparel,Loyalty,31,2501.77
2025-08-25,Midwest,Electronics,New,20,486.04
2025-08-25,Midwest,Home,Loyalty,23,2245.37
2025-08-25,Midwest,Outdoor,New,28,1197.27
2025-08-25,Midwest,Beauty,Returning,32,3136.96
2025-08-25,West,Apparel,Loyalty,18,466.52
2025-08-25,West,Electronics,New,29,2608.71
2025-08-25,West,Home,New,11,343.59
2025-08-25,West,Outdoor,Loyalty,28,2625.6
2025-08-25,West,Beauty,Returning,21,2311.28
2025-08-26,Northeast,Apparel,New,27,2676.74
2025-08-26,Northeast,Electronics,Returning,4,319.96
2025-08-26,Northeast,Home,Loyalty,12,345.69
2025-08-26,Northeast,Outdoor,Loyalty,94,8234.06
2025-08-26,Northeast,Beauty,Returning,9,405.1
2025-08-26,Southeast,Apparel,New,5,412.49
2025-08-26,Southeast,Electronics,New,7,759.28
2025-08-26,Southeast,Home,Loyalty,10,884.72
2025-08-26,Southeast,Outdoor,New,5,95.22
2025-08-26,Southeast,Beauty,Returning,14,897.77
2025-08-26,Midwest,Apparel,New,25,1160.95
2025-08-26,Midwest,Electronics,Returning,27,1767.14
2025-08-26,Midwest,Home,New,17,368.23
2025-08-26,Midwest,Outdoor,New,13,376.18
2025-08-26,Midwest,Beauty,New,13,918.08
2025-08-26,West,Apparel,Returning,19,1305.92
2025-08-26,West,Electronics,Loyalty,21,1972.64
2025-08-26,West,Home,Returning,14,850.63
2025-08-26,West,Outdoor,New,22,1841.1
2025-08-26,West,Beauty,New,30,3280.77
2025-08-27,Northeast,Apparel,Loyalty,19,381.01
2025-08-27,Northeast,Electronics,Returning,24,1737.23
2025-08-27,Northeast,Home,Returning,22,2368.89
2025-08-27,Northeast,Outdoor,Loyalty,60,1898.92
2025-08-27,Northeast,Beauty,New,7,353.4
2025-08-27,Southeast,Apparel,Loyalty,24,2172.96
2025-08-27,Southeast,Electronics,Loyalty,9,794.23
2025-08-27,Southeast,Home,Returning,7,390.31
2025-08-27,Southeast,Outdoor,New,18,1957.46
2025-08-27,Southeast,Beauty,Returning,28,1953.75
2025-08-27,Midwest,Apparel,New,9,563.22
2025-08-27,Midwest,Electronics,New,8,690.45
2025-08-27,Midwest,Home,Returning,20,2092.57
2025-08-27,Midwest,Outdoor,Returning,17,1801
2025-08-27,Midwest,Beauty,Returning,7,526.32
2025-08-27,West,Apparel,Returning,8,909.07
2025-08-27,West,Electronics,Returning,8,419.79
2025-08-27,West,Home,New,29,2606.53
2025-08-27,West,Outdoor,Loyalty,29,1021.98
2025-08-27,West,Beauty,Returning,5,463.92
2025-08-28,Northeast,Apparel,Loyalty,28,1671.76
2025-08-28,Northeast,Electronics,New,24,2343.39
2025-08-28,Northeast,Home,Loyalty,16,772
2025-08-28,Northeast,Outdoor,New,63,6119.24
2025-08-28,Northeast,Beauty,New,27,919.67
2025-08-28,Southeast,Apparel,New,23,1182.88
2025-08-28,Southeast,Electronics,New,32,2478.74
2025-08-28,Southeast,Home,Loyalty,15,616.65
2025-08-28,Southeast,Outdoor,Loyalty,24,2188.37
2025-08-28,Southeast,Beauty,Returning,29,2076.96
2025-08-28,Midwest,Apparel,Returning,7,791.62
2025-08-28,Midwest,Electronics,Loyalty,32,573.67
2025-08-28,Midwest,Home,New,24,667.56
2025-08-28,Midwest,Outdoor,Loyalty,29,3196.18
2025-08-28,Midwest,Beauty,Returning,5,348.79
2025-08-28,West,Apparel,New,26,1138.33
2025-08-28,West,Electronics,New,9,708.82
2025-08-28,West,Home,Loyalty,26,2140.49
2025-08-28,West,Outdoor,New,8,859.82
2025-08-28,West,Beauty,Loyalty,6,283.38
2025-08-29,Northeast,Apparel,Loyalty,19,494.22
2025-08-29,Northeast,Electronics,Loyalty,16,1765.68
2025-08-29,Northeast,Home,Returning,17,464.17
2025-08-29,Northeast,Outdoor,Returning,73,1689.45
2025-08-29,Northeast,Beauty,Returning,30,962.92
2025-08-29,Southeast,Apparel,New,5,293.55
2025-08-29,Southeast,Electronics,New,29,2936.88
2025-08-29,Southeast,Home,Loyalty,24,1335.22
2025-08-29,Southeast,Outdoor,Loyalty,31,2174.1
2025-08-29,Southeast,Beauty,Returning,10,213.66
2025-08-29,Midwest,Apparel,Returning,10,280.78
2025-08-29,Midwest,Electronics,New,24,2261.44
2025-08-29,Midwest,Home,Loyalty,30,1185.5
2025-08-29,Midwest,Outdoor,Loyalty,26,1881.29
2025-08-29,Midwest,Beauty,Loyalty,13,438.78
2025-08-29,West,Apparel,Loyalty,15,1630.69
2025-08-29,West,Electronics,Loyalty,19,1252.65
2025-08-29,West,Home,Returning,18,1850.87
2025-08-29,West,Outdoor,Loyalty,31,3517.1
2025-08-29,West,Beauty,New,25,2891.26
2025-08-30,Northeast,Apparel,Loyalty,23,1342.21
2025-08-30,Northeast,Electronics,New,7,753.18
2025-08-30,Northeast,Home,New,31,3113.55
2025-08-30,Northeast,Outdoor,Returning,52,5801.94
2025-08-30,Northeast,Beauty,Returning,29,454.69
2025-08-30,Southeast,Apparel,Loyalty,12,379.66
2025-08-30,Southeast,Electronics,New,27,945.63
2025-08-30,Southeast,Home,New,18,1382.34
2025-08-30,Southeast,Outdoor,New,14,477.67
2025-08-30,Southeast,Beauty,Returning,8,711.98
2025-08-30,Midwest,Apparel,New,24,941.37
2025-08-30,Midwest,Electronics,Loyalty,12,1083.5
2025-08-30,Midwest,Home,New,17,1542.37
2025-08-30,Midwest,Outdoor,New,22,1308.76
2025-08-30,Midwest,Beauty,Returning,21,2069.52
2025-08-30,West,Apparel,Returning,25,2918.53
2025-08-30,West,Electronics,Loyalty,8,217.79
2025-08-30,West,Home,New,29,2700.37
2025-08-30,West,Outdoor,Returning,23,2323.05
2025-08-30,West,Beauty,Loyalty,19,1734.09
2025-08-31,Northeast,Apparel,Loyalty,31,3012.49
2025-08-31,Northeast,Electronics,Loyalty,12,856.98
2025-08-31,Northeast,Home,Returning,4,475.42
2025-08-31,Northeast,Outdoor,Loyalty,83,4592.97
2025-08-31,Northeast,Beauty,Loyalty,8,186.03
2025-08-31,Southeast,Apparel,New,30,3255.73
2025-08-31,Southeast,Electronics,Returning,18,1626.91
2025-08-31,Southeast,Home,Loyalty,27,2695.06
2025-08-31,Southeast,Outdoor,New,29,1186.96
2025-08-31,Southeast,Beauty,New,16,1550.04
2025-08-31,Midwest,Apparel,Returning,24,2374.94
2025-08-31,Midwest,Electronics,Loyalty,15,1716.85
2025-08-31,Midwest,Home,Loyalty,10,1058.32
2025-08-31,Midwest,Outdoor,Loyalty,15,862.93
2025-08-31,Midwest,Beauty,New,9,533.41
2025-08-31,West,Apparel,Returning,20,627.08
2025-08-31,West,Electronics,Loyalty,25,2117.26
2025-08-31,West,Home,New,8,181.47
2025-08-31,West,Outdoor,Loyalty,5,292.63
2025-08-31,West,Beauty,Loyalty,17,833.52
2025-09-01,Northeast,Apparel,Returning,16,1799.35
2025-09-01,Northeast,Electronics,Loyalty,17,1329.59
2025-09-01,Northeast,Home,Returning,12,1405.04
2025-09-01,Northeast,Outdoor,New,82,9035.53
2025-09-01,Northeast,Beauty,Loyalty,20,2353.31
2025-09-01,Southeast,Apparel,Returning,17,1012.74
2025-09-01,Southeast,Electronics,New,15,1280.04
2025-09-01,Southeast,Home,New,30,3475.18
2025-09-01,Southeast,Outdoor,Returning,12,898.29
2025-09-01,Southeast,Beauty,Returning,24,2017.25
2025-09-01,Midwest,Apparel,Loyalty,20,2242.82
2025-09-01,Midwest,Electronics,Returning,12,1155.07
2025-09-01,Midwest,Home,Loyalty,27,1035.59
2025-09-01,Midwest,Outdoor,Returning,10,328.15
2025-09-01,Midwest,Beauty,New,6,288.98
2025-09-01,West,Apparel,Loyalty,30,2476.29
2025-09-01,West,Electronics,Returning,18,1884.94
2025-09-01,West,Home,Loyalty,16,1536.83
2025-09-01,West,Outdoor,New,25,2277.28
2025-09-01,West,Beauty,Returning,21,2081.64
2025-09-02,Northeast,Apparel,Loyalty,13,459.87
2025-09-02,Northeast,Electronics,Loyalty,26,630.64
2025-09-02,Northeast,Home,New,22,2338.56
2025-09-02,Northeast,Outdoor,New,39,737.31
2025-09-02,Northeast,Beauty,New,13,1419.88
2025-09-02,Southeast,Apparel,Returning,39,3780.17
2025-09-02,Southeast,Electronics,Returning,31,2429.13
2025-09-02,Southeast,Home,New,32,1051.38
2025-09-02,Southeast,Outdoor,Loyalty,9,610.36
2025-09-02,Southeast,Beauty,New,9,1043.34
2025-09-02,Midwest,Apparel,Loyalty,24,1725.53
2025-09-02,Midwest,Electronics,Loyalty,12,528.41
2025-09-02,Midwest,Home,Loyalty,35,1454.02
2025-09-02,Midwest,Outdoor,Returning,6,103.21
2025-09-02,Midwest,Beauty,New,5,246.29
2025-09-02,West,Apparel,Loyalty,18,1816.34
2025-09-02,West,Electronics,Loyalty,16,1610.4
2025-09-02,West,Home,Loyalty,21,1255.01
2025-09-02,West,Outdoor,Returning,35,635.23
2025-09-02,West,Beauty,Returning,12,195.13
2025-09-03,Northeast,Apparel,Returning,30,3321.94
2025-09-03,Northeast,Electronics,Loyalty,15,1276.74
2025-09-03,Northeast,Home,New,19,2235.81
2025-09-03,Northeast,Outdoor,Returning,23,1617.82
2025-09-03,Northeast,Beauty,Returning,8,493.68
2025-09-03,Southeast,Apparel,Returning,36,1892.94
2025-09-03,Southeast,Electronics,Loyalty,37,4176.63
2025-09-03,Southeast,Home,Loyalty,35,2314.42
2025-09-03,Southeast,Outdoor,Returning,17,1987.12
2025-09-03,Southeast,Beauty,Returning,7,162.66
2025-09-03,Midwest,Apparel,Returning,19,1142.76
2025-09-03,Midwest,Electronics,New,9,604.96
2025-09-03,Midwest,Home,New,40,2980.1
2025-09-03,Midwest,Outdoor,Loyalty,9,358.76
2025-09-03,Midwest,Beauty,New,23,2443.82
2025-09-03,West,Apparel,Loyalty,12,1380.09
2025-09-03,West,Electronics,Returning,21,1682.68
2025-09-03,West,Home,New,26,685.48
2025-09-03,West,Outdoor,Loyalty,40,1226.19
2025-09-03,West,Beauty,New,37,1190.35
2025-09-04,Northeast,Apparel,Loyalty,15,809.68
2025-09-04,Northeast,Electronics,New,14,620.9
2025-09-04,Northeast,Home,New,32,2782.15
2025-09-04,Northeast,Outdoor,Returning,6,140.13
2025-09-04,Northeast,Beauty,Loyalty,34,1417.76
2025-09-04,Southeast,Apparel,New,7,754.22
2025-09-04,Southeast,Electronics,Returning,7,221.54
2025-09-04,Southeast,Home,Returning,26,823.5
2025-09-04,Southeast,Outdoor,Returning,20,444.98
2025-09-04,Southeast,Beauty,Loyalty,33,2931.39
2025-09-04,Midwest,Apparel,Returning,23,1891.24
2025-09-04,Midwest,Electronics,Loyalty,38,3248.19
2025-09-04,Midwest,Home,Returning,11,398.18
2025-09-04,Midwest,Outdoor,Returning,13,1128.12
2025-09-04,Midwest,Beauty,Returning,7,183.38
2025-09-04,West,Apparel,Returning,11,185.76
2025-09-04,West,Electronics,Returning,27,2012.55
2025-09-04,West,Home,Loyalty,28,1607.52
2025-09-04,West,Outdoor,New,23,1921.57
2025-09-04,West,Beauty,Returning,37,1905.81
2025-09-05,Northeast,Apparel,Returning,7,231.11
2025-09-05,Northeast,Electronics,Loyalty,28,2341.69
2025-09-05,Northeast,Home,New,34,3215.09
2025-09-05,Northeast,Outdoor,Loyalty,20,439.92
2025-09-05,Northeast,Beauty,Loyalty,21,932.11
2025-09-05,Southeast,Apparel,New,39,3474.06
2025-09-05,Southeast,Electronics,Loyalty,20,1963.68
2025-09-05,Southeast,Home,Loyalty,10,883.11
2025-09-05,Southeast,Outdoor,New,15,254.41
2025-09-05,Southeast,Beauty,Returning,25,1856.14
2025-09-05,Midwest,Apparel,New,17,1827.58
2025-09-05,Midwest,Electronics,New,31,3367.2
2025-09-05,Midwest,Home,Returning,7,485.5
2025-09-05,Midwest,Outdoor,Loyalty,30,1838.07
2025-09-05,Midwest,Beauty,Loyalty,33,1770.11
2025-09-05,West,Apparel,Returning,38,4243.9
2025-09-05,West,Electronics,New,35,1784.19
2025-09-05,West,Home,New,10,209.5
2025-09-05,West,Outdoor,Returning,21,2366.75
2025-09-05,West,Beauty,Returning,13,476.67
2025-09-06,Northeast,Apparel,Returning,10,633.18
2025-09-06,Northeast,Electronics,New,39,1279.63
2025-09-06,Northeast,Home,Loyalty,21,1883.75
2025-09-06,Northeast,Outdoor,Returning,33,2007.03
2025-09-06,Northeast,Beauty,Returning,37,1375.87
2025-09-06,Southeast,Apparel,New,14,448.68
2025-09-06,Southeast,Electronics,New,21,705.9
2025-09-06,Southeast,Home,Loyalty,35,1579.59
2025-09-06,Southeast,Outdoor,New,22,1404.92
2025-09-06,Southeast,Beauty,Loyalty,20,1469.51
2025-09-06,Midwest,Apparel,Returning,11,1058.41
2025-09-06,Midwest,Electronics,Loyalty,21,1499.07
2025-09-06,Midwest,Home,Returning,16,1018.65
2025-09-06,Midwest,Outdoor,New,10,226.15
2025-09-06,Midwest,Beauty,Returning,11,951.91
2025-09-06,West,Apparel,New,9,570.97
2025-09-06,West,Electronics,New,32,1668.89
2025-09-06,West,Home,Returning,14,1099.7
2025-09-06,West,Outdoor,Loyalty,8,375.31
2025-09-06,West,Beauty,Loyalty,26,593.81
2025-09-07,Northeast,Apparel,Loyalty,26,2287.1
2025-09-07,Northeast,Electronics,Loyalty,31,1325.91
2025-09-07,Northeast,Home,Loyalty,15,930.12
2025-09-07,Northeast,Outdoor,Returning,15,978.03
2025-09-07,Northeast,Beauty,Loyalty,19,2046.51
2025-09-07,Southeast,Apparel,Returning,20,1565.27
2025-09-07,Southeast,Electronics,Loyalty,37,3661.93
2025-09-07,Southeast,Home,Loyalty,6,497.5
2025-09-07,Southeast,Outdoor,New,21,1721.89
2025-09-07,Southeast,Beauty,Returning,22,2012.08
2025-09-07,Midwest,Apparel,Loyalty,33,3027.84
2025-09-07,Midwest,Electronics,New,12,1384.06
2025-09-07,Midwest,Home,Returning,10,289.84
2025-09-07,Midwest,Outdoor,Loyalty,20,534.99
2025-09-07,Midwest,Beauty,New,33,700.96
2025-09-07,West,Apparel,New,36,2417.02
2025-09-07,West,Electronics,Returning,7,152.3
2025-09-07,West,Home,New,36,3462.33
2025-09-07,West,Outdoor,Loyalty,18,312.73
2025-09-07,West,Beauty,Returning,21,1546.32
2025-09-08,Northeast,Apparel,Loyalty,31,3478.13
2025-09-08,Northeast,Electronics,New,20,343.42
2025-09-08,Northeast,Home,Returning,37,1515.09
2025-09-08,Northeast,Outdoor,Loyalty,29,1190.37
2025-09-08,Northeast,Beauty,New,23,1427.01
2025-09-08,Southeast,Apparel,Returning,31,2091.2
2025-09-08,Southeast,Electronics,New,36,4087.62
2025-09-08,Southeast,Home,New,37,4258.11
2025-09-08,Southeast,Outdoor,Returning,18,1317.16
2025-09-08,Southeast,Beauty,Loyalty,19,585.85
2025-09-08,Midwest,Apparel,Loyalty,25,2108.6
2025-09-08,Midwest,Electronics,Returning,18,1318.25
2025-09-08,Midwest,Home,Loyalty,37,2555.56
2025-09-08,Midwest,Outdoor,Loyalty,21,1081.81
2025-09-08,Midwest,Beauty,Loyalty,22,2442.66
2025-09-08,West,Apparel,Returning,13,401
2025-09-08,West,Electronics,Returning,9,709.29
2025-09-08,West,Home,New,29,2839.49
2025-09-08,West,Outdoor,Loyalty,7,755.67
2025-09-08,West,Beauty,Returning,10,737.49
2025-09-09,Northeast,Apparel,Loyalty,34,2758.18
2025-09-09,Northeast,Electronics,New,37,951.69
2025-09-09,Northeast,Home,Returning,33,1784.53
2025-09-09,Northeast,Outdoor,New,22,551.2
2025-09-09,Northeast,Beauty,New,40,1735.88
2025-09-09,Southeast,Apparel,Loyalty,28,1408.01
2025-09-09,Southeast,Electronics,Returning,13,1096.53
2025-09-09,Southeast,Home,Loyalty,6,251.93
2025-09-09,Southeast,Outdoor,Returning,12,1117.31
2025-09-09,Southeast,Beauty,Loyalty,31,3238.68
2025-09-09,Midwest,Apparel,Loyalty,38,2449.01
2025-09-09,Midwest,Electronics,Returning,13,1225.94
2025-09-09,Midwest,Home,New,17,1608.13
2025-09-09,Midwest,Outdoor,New,22,1215.75
2025-09-09,Midwest,Beauty,Loyalty,22,378.03
2025-09-09,West,Apparel,Loyalty,37,2419.03
2025-09-09,West,Electronics,New,22,356.93
2025-09-09,West,Home,New,27,2649.71
2025-09-09,West,Outdoor,New,30,2690.92
2025-09-09,West,Beauty,Returning,11,492.46
2025-09-10,Northeast,Apparel,New,12,470.83
2025-09-10,Northeast,Electronics,Returning,13,1462
2025-09-10,Northeast,Home,Loyalty,5,264.78
2025-09-10,Northeast,Outdoor,New,18,1156.91
2025-09-10,Northeast,Beauty,New,11,816.16
2025-09-10,Southeast,Apparel,Loyalty,16,1573.06
2025-09-10,Southeast,Electronics,New,32,1388.02
2025-09-10,Southeast,Home,Returning,31,3626.03
2025-09-10,Southeast,Outdoor,Loyalty,14,525.14
2025-09-10,Southeast,Beauty,Loyalty,27,1023.11
2025-09-10,Midwest,Apparel,Loyalty,18,1095.31
2025-09-10,Midwest,Electronics,New,29,1950.09
2025-09-10,Midwest,Home,Returning,23,1255.41
2025-09-10,Midwest,Outdoor,New,11,1251.88
2025-09-10,Midwest,Beauty,Returning,13,1350.09
2025-09-10,West,Apparel,Loyalty,19,663.59
2025-09-10,West,Electronics,Loyalty,29,1464.69
2025-09-10,West,Home,Loyalty,20,2262.23
2025-09-10,West,Outdoor,New,22,975.37
2025-09-10,West,Beauty,Loyalty,38,3866.99
2025-09-11,Northeast,Apparel,New,22,2065.58
2025-09-11,Northeast,Electronics,Returning,27,1064.51
2025-09-11,Northeast,Home,Returning,32,3732.25
2025-09-11,Northeast,Outdoor,Loyalty,33,990.25
2025-09-11,Northeast,Beauty,Loyalty,31,3706.55
2025-09-11,Southeast,Apparel,Returning,21,2108.75
2025-09-11,Southeast,Electronics,New,10,577.94
2025-09-11,Southeast,Home,New,9,775.78
2025-09-11,Southeast,Outdoor,New,18,2043.4
2025-09-11,Southeast,Beauty,Returning,31,2691.92
2025-09-11,Midwest,Apparel,Returning,24,658.33
2025-09-11,Midwest,Electronics,Returning,34,1649.73
2025-09-11,Midwest,Home,Loyalty,20,551.57
2025-09-11,Midwest,Outdoor,Returning,7,673.93
2025-09-11,Midwest,Beauty,New,28,3117.1
2025-09-11,West,Apparel,New,35,903.99
2025-09-11,West,Electronics,Returning,18,1190.99
2025-09-11,West,Home,Returning,28,1980.03
2025-09-11,West,Outdoor,Loyalty,18,725.51
2025-09-11,West,Beauty,New,17,1172.59
2025-09-12,Northeast,Apparel,Returning,39,1446.2
2025-09-12,Northeast,Electronics,Loyalty,16,1056.12
2025-09-12,Northeast,Home,Returning,10,934.2
2025-09-12,Northeast,Outdoor,Returning,35,3240.09
2025-09-12,Northeast,Beauty,Returning,12,748.2
2025-09-12,Southeast,Apparel,New,23,1809.27
2025-09-12,Southeast,Electronics,New,38,2274.71
2025-09-12,Southeast,Home,New,15,1467.48
2025-09-12,Southeast,Outdoor,Loyalty,16,541.16
2025-09-12,Southeast,Beauty,New,21,1796.51
2025-09-12,Midwest,Apparel,New,25,1301.94
2025-09-12,Midwest,Electronics,Returning,25,2722.68
2025-09-12,Midwest,Home,New,10,302.34
2025-09-12,Midwest,Outdoor,New,32,1091.88
2025-09-12,Midwest,Beauty,Loyalty,32,3830.51
2025-09-12,West,Apparel,New,10,1158.99
2025-09-12,West,Electronics,Loyalty,16,1765.11
2025-09-12,West,Home,New,24,517.07
2025-09-12,West,Outdoor,Loyalty,28,3111.08
2025-09-12,West,Beauty,Returning,13,414.53
2025-09-13,Northeast,Apparel,Returning,19,628.1
2025-09-13,Northeast,Electronics,New,21,2449.88
2025-09-13,Northeast,Home,Returning,16,283.87
2025-09-13,Northeast,Outdoor,New,33,1676.09
2025-09-13,Northeast,Beauty,New,26,1562.52
2025-09-13,Southeast,Apparel,Loyalty,32,2157.89
2025-09-13,Southeast,Electronics,Loyalty,18,2078.79
2025-09-13,Southeast,Home,New,29,2053.59
2025-09-13,Southeast,Outdoor,New,7,230.05
2025-09-13,Southeast,Beauty,Returning,38,4430.68
2025-09-13,Midwest,Apparel,New,30,3083.81
2025-09-13,Midwest,Electronics,New,36,3499.63
2025-09-13,Midwest,Home,Returning,11,391.21
2025-09-13,Midwest,Outdoor,Loyalty,9,621.13
2025-09-13,Midwest,Beauty,Loyalty,10,155.9
2025-09-13,West,Apparel,Loyalty,32,2222.73
2025-09-13,West,Electronics,Returning,5,331.28
2025-09-13,West,Home,New,24,957.38
2025-09-13,West,Outdoor,New,35,1563.43
2025-09-13,West,Beauty,Loyalty,31,2133.66
2025-09-14,Northeast,Apparel,Returning,8,943.08
2025-09-14,Northeast,Electronics,New,15,1779.06
2025-09-14,Northeast,Home,New,8,945.64
2025-09-14,Northeast,Outdoor,Returning,25,2973.2
2025-09-14,Northeast,Beauty,New,30,2800.71
2025-09-14,Southeast,Apparel,Loyalty,27,2350.06
2025-09-14,Southeast,Electronics,New,31,1499.04
2025-09-14,Southeast,Home,Returning,22,2293.85
2025-09-14,Southeast,Outdoor,New,26,2555.64
2025-09-14,Southeast,Beauty,New,30,1690.39
2025-09-14,Midwest,Apparel,Loyalty,39,769.39
2025-09-14,Midwest,Electronics,Loyalty,38,4347.15
2025-09-14,Midwest,Home,New,25,1922.61
2025-09-14,Midwest,Outdoor,New,25,2857.55
2025-09-14,Midwest,Beauty,Returning,31,2984.52
2025-09-14,West,Apparel,Loyalty,19,1597.35
2025-09-14,West,Electronics,Returning,38,4026.68
2025-09-14,West,Home,Returning,25,1438.76
2025-09-14,West,Outdoor,New,26,1806.59
2025-09-14,West,Beauty,New,23,1177.25
2025-09-15,Northeast,Apparel,Loyalty,20,1502.29
2025-09-15,Northeast,Electronics,Returning,26,1400.5
2025-09-15,Northeast,Home,Returning,16,1787.1
2025-09-15,Northeast,Outdoor,Loyalty,29,2740.12
2025-09-15,Northeast,Beauty,New,26,1134.35
2025-09-15,Southeast,Apparel,Returning,20,2281.53
2025-09-15,Southeast,Electronics,New,34,2323.46
2025-09-15,Southeast,Home,New,26,2165.24
2025-09-15,Southeast,Outdoor,Returning,14,1504.61
2025-09-15,Southeast,Beauty,Loyalty,5,238.05
2025-09-15,Midwest,Apparel,Returning,26,403.4
2025-09-15,Midwest,Electronics,New,26,2426.35
2025-09-15,Midwest,Home,Loyalty,35,1078.7
2025-09-15,Midwest,Outdoor,Loyalty,15,1218.9
2025-09-15,Midwest,Beauty,New,7,708.68
2025-09-15,West,Apparel,Loyalty,9,469.16
2025-09-15,West,Electronics,Loyalty,17,1124.57
2025-09-15,West,Home,New,37,940.35
2025-09-15,West,Outdoor,Loyalty,34,2632.61
2025-09-15,West,Beauty,Returning,6,321.36
2025-09-16,Northeast,Apparel,New,8,698.88
2025-09-16,Northeast,Electronics,New,14,830.08
2025-09-16,Northeast,Home,Returning,12,482.4
2025-09-16,Northeast,Outdoor,New,5,502.18
2025-09-16,Northeast,Beauty,Returning,22,1022.6
2025-09-16,Southeast,Apparel,New,18,817.93
2025-09-16,Southeast,Electronics,Returning,38,1280.91
2025-09-16,Southeast,Home,New,20,1894.66
2025-09-16,Southeast,Outdoor,New,21,2313.54
2025-09-16,Southeast,Beauty,New,30,2643
2025-09-16,Midwest,Apparel,New,25,2574.98
2025-09-16,Midwest,Electronics,Returning,10,1132.36
2025-09-16,Midwest,Home,Returning,35,3617.82
2025-09-16,Midwest,Outdoor,Returning,34,604.57
2025-09-16,Midwest,Beauty,Returning,11,525.34
2025-09-16,West,Apparel,Loyalty,26,1614.46
2025-09-16,West,Electronics,Returning,36,1479.16
2025-09-16,West,Home,New,8,359.12
2025-09-16,West,Outdoor,Loyalty,11,935.41
2025-09-16,West,Beauty,Loyalty,17,1148.63
2025-09-17,Northeast,Apparel,Loyalty,26,1536.9
2025-09-17,Northeast,Electronics,Returning,30,2805.64
2025-09-17,Northeast,Home,New,11,246.45
2025-09-17,Northeast,Outdoor,Loyalty,30,2302.29
2025-09-17,Northeast,Beauty,Loyalty,20,707.73
2025-09-17,Southeast,Apparel,Loyalty,27,675.98
2025-09-17,Southeast,Electronics,Returning,28,2775.26
2025-09-17,Southeast,Home,Loyalty,26,1366.21
2025-09-17,Southeast,Outdoor,New,37,4286.33
2025-09-17,Southeast,Beauty,New,24,1705.3
2025-09-17,Midwest,Apparel,Loyalty,19,1911.32
2025-09-17,Midwest,Electronics,Loyalty,21,516.34
2025-09-17,Midwest,Home,New,33,1589.75
2025-09-17,Midwest,Outdoor,Returning,19,1869.29
2025-09-17,Midwest,Beauty,Returning,39,3640.92
2025-09-17,West,Apparel,Returning,6,353.2
2025-09-17,West,Electronics,Loyalty,38,835.55
2025-09-17,West,Home,New,40,2635.55
2025-09-17,West,Outdoor,Returning,18,1772.36
2025-09-17,West,Beauty,New,16,1012.38
2025-09-18,Northeast,Apparel,New,26,945.38
